Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean,Streaming_Artist_Clean,Airplay_Artist_Clean
2025,14.0,March 28,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""","""Die with a Smile""",La Plena,Die with a Smile,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,15.0,April 4,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[30],La Plena,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,16.0,April 11,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[32],La Plena,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,17.0,April 18,W Sound/Beéle/Ovy on the Drums,Dani Fernández,"""Me Has Invitado a Bailar""",[34],Dani Fernández,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,18.0,April 25,W Sound/Beéle/Ovy on the Drums,Dani Fernández,,,Dani Fernández,,W Sound/Beéle/Ovy on the Drums,
2025,19.0,May 2,W Sound/Beéle/Ovy on the Drums,RoséandBruno Mars,"""Me Has Invitado a Bailar""",[38],RoséandBruno Mars,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,20.0,May 9,W Sound/Beéle/Ovy on the Drums,Dani Fernández,"""Me Has Invitado a Bailar""",[40],Dani Fernández,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,21.0,May 16,W Sound/Beéle/Ovy on the Drums,Dani Fernández,,,Dani Fernández,,W Sound/Beéle/Ovy on the Drums,
2025,22.0,May 23,MoraandC. Tangana,"""Droga""","""Me Has Invitado a Bailar""","""Apt.""",Droga,Apt.,MoraandC. Tangana,Me Has Invitado a Bailar
2025,23.0,May 30,Beéle,"""No Tiene Sentido""",Dani Fernández,"""Me Has Invitado a Bailar""",No Tiene Sentido,Me Has Invitado a Bailar,Beéle,Dani Fernández
2025,24.0,June 6,Beéle,"""No Tiene Sentido""","""Ordinary""",[48],No Tiene Sentido,,Beéle,Ordinary
2025,25.0,June 13,Beéle,"""No Tiene Sentido""","""Me Has Invitado a Bailar""",[50],No Tiene Sentido,,Beéle,Me Has Invitado a Bailar
2025,26.0,June 20,Beéle,Alex Warren,"""Ordinary""",[52],Alex Warren,,Beéle,Ordinary
2025,27.0,June 27,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Ordinary""",,La Plena,,W Sound/Beéle/Ovy on the Drums,Ordinary
2025,28.0,July 4,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[56],La Plena,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,29.0,July 11,Quevedo,"""Tuchat""",Alex Warren,"""Ordinary""",Tuchat,Ordinary,Quevedo,Alex Warren
2025,30.0,July 18,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",Alex Warren,,La Plena,,W Sound/Beéle/Ovy on the Drums,Alex Warren
2025,31.0,July 25,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",,,La Plena,,W Sound/Beéle/Ovy on the Drums,
2025,32.0,August 1,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,,Tu Vas Sin,,Rels B,Alex Warren
2025,33.0,August 8,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,"""Ordinary""",Tu Vas Sin,Ordinary,Rels B,Alex Warren
2025,34.0,August 15,Rels B,Alex Warren,"""Ordinary""","""Ordinary""",Alex Warren,Ordinary,Rels B,Ordinary
2025,35.0,August 22,Rels B,Alex Warren,,,Alex Warren,,Rels B,
2025,36.0,August 29,Kidd Voodoo/JC Reyes,"""Me Mario""","""Ordinary""","""Ordinary""",Me Mario,Ordinary,Kidd Voodoo/JC Reyes,Ordinary
2025,37.0,September 5,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,"""Ordinary""",Tu Vas Sin,Ordinary,Rels B,Alex Warren
2025,38.0,September 12,Kidd Voodoo/JC Reyes,"""Me Mario""",Doechii,"""Anxiety""",Me Mario,Anxiety,Kidd Voodoo/JC Reyes,Doechii
2025,39.0,September 19,Kidd Voodoo/JC Reyes,"""Me Mario""","""Messy""",[78],Me Mario,,Kidd Voodoo/JC Reyes,Messy
2025,40.0,September 26,Kidd Voodoo/JC Reyes,Alex Warren,"""Ordinary""",[80],Alex Warren,,Kidd Voodoo/JC Reyes,Ordinary
2025,41.0,October 3,Taylor Swift,Alex Warren,"""Ordinary""",,Alex Warren,,Taylor Swift,Ordinary
2025,42.0,October 10,Huntr/x,"""Golden""","""Ordinary""",,Golden,,Huntr/x,Ordinary
2025,43.0,October 17,Huntr/x,"""Golden""","""Golden""",[86],Golden,,Huntr/x,Golden
